id,created_at,title,description,hook,platform_suggestion,status,scheduled_at,notes,user_id,caption,cta,hashtags,team_id
0a719407-0564-43e2-b23b-29b151ed8806,2025-12-14 21:19:46.138966+00,API Test Idea,Created via API test,Test hook,"[""Instagram""]",Pending,,,5610e481-186e-4ec1-89aa-775c5214bdfc,Test caption,Test CTA,#test #api,
0ba56c8d-c22f-4e06-8045-2b552fcab876,2025-12-14 21:39:57.05055+00,Test Idea 42,Description for test idea 42,Hook 42,"[""Instagram""]",Pending,,,5610e481-186e-4ec1-89aa-775c5214bdfc,Caption for idea 42,Test CTA,#test #api,
0bbbcf50-58d0-4b1e-890f-b2dc4df4fc45,2025-12-14 21:41:11.665201+00,Test Idea 8,Description for test idea 8,Hook 8,"[""Instagram""]",Pending,,,5610e481-186e-4ec1-89aa-775c5214bdfc,Caption for idea 8,Test CTA,#test #api,
0bbbfe91-a544-43a4-afb0-6f7291531a3e,2025-12-14 21:39:56.038781+00,Test Idea 31,Description for test idea 31,Hook 31,"[""Instagram""]",Pending,,,5610e481-186e-4ec1-89aa-775c5214bdfc,Caption for idea 31,Test CTA,#test #api,
0beb0fe2-8621-44ef-a8f1-11bb38ceb1f0,2025-12-14 21:07:08.495805+00,Manual Test Idea,,,[],Pending,,,5610e481-186e-4ec1-89aa-775c5214bdfc,,,,
0c616d01-b3fa-449d-9e08-c7fb480e3c82,2025-12-14 21:40:13.650268+00,Test Idea 23,Description for test idea 23,Hook 23,"[""Instagram""]",Pending,,,5610e481-186e-4ec1-89aa-775c5214bdfc,Caption for idea 23,Test CTA,#test #api,
0cc3bc19-2d9d-4d81-ae51-6dfcf9a5f28f,2025-12-10 21:43:55.202494+00,Vibe Coding Lingo for Non Coders,Create witty infographics decoding vibe-coding slang and jargon into everyday language with humorous examples to break down barriers and build community.,When we say 'debug your vibe' we don’t mean your dance moves… or do we?,"Pinterest"",
  ""user_id"": ""99c676fd-3c66-4b26-a9e3-a0c41c271ca4",Pending,,,99c676fd-3c66-4b26-a9e3-a0c41c271ca4,,,,
0e5bd004-11ff-49ca-86ef-f854fdd91ca6,2025-12-14 21:40:02.252944+00,Test Idea 37,Description for test idea 37,Hook 37,"[""Instagram""]",Pending,,,5610e481-186e-4ec1-89aa-775c5214bdfc,Caption for idea 37,Test CTA,#test #api,
0f41ab91-7ac8-4ba0-a3e9-14cb406ea86b,2025-12-14 21:40:12.35522+00,Test Idea 9,Description for test idea 9,Hook 9,"[""Instagram""]",Pending,,,5610e481-186e-4ec1-89aa-775c5214bdfc,Caption for idea 9,Test CTA,#test #api,
0f93f707-c35b-44ad-a5d6-7bfecbcc0496,2025-12-14 21:39:28.994204+00,Test Idea 41,Description for test idea 41,Hook 41,"[""Instagram""]",Pending,,,5610e481-186e-4ec1-89aa-775c5214bdfc,Caption for idea 41,Test CTA,#test #api,
0fd3c203-aae2-4505-a7ee-dbb56cc82369,2025-12-10 19:36:45.121455+00,The Evolution of Soccer Tactics in 60 Seconds,Create a Reel that visually breaks down how soccer tactics have evolved from the catenaccio style to modern pressing systems. Use animated diagrams and key historical moments to educate fans on tactical shifts.,Did you know that today’s high pressing strategy was unheard of 50 years ago?,"[""General""]",Pending,2025-12-11 09:00:00+00,,99c676fd-3c66-4b26-a9e3-a0c41c271ca4,,,,
102ee6fc-36d9-458e-bed0-8d4a1a8553b4,2025-12-14 21:40:18.42921+00,Test Idea 47,Description for test idea 47,Hook 47,"[""Instagram""]",Pending,,,5610e481-186e-4ec1-89aa-775c5214bdfc,Caption for idea 47,Test CTA,#test #api,
10827b09-47b9-44d6-9368-8e92fa7c93d3,2025-12-14 21:41:15.210985+00,Test Idea 2,Description for test idea 2,Hook 2,"[""Instagram""]",Pending,,,5610e481-186e-4ec1-89aa-775c5214bdfc,Caption for idea 2,Test CTA,#test #api,
108a4199-ddd8-4948-a3f8-df4b9afd570f,2025-12-14 21:41:11.415552+00,Test Idea 5,Description for test idea 5,Hook 5,"[""Instagram""]",Pending,,,5610e481-186e-4ec1-89aa-775c5214bdfc,Caption for idea 5,Test CTA,#test #api,
109badc9-6331-4dfa-89f9-6667b9d8af2b,2025-12-11 05:21:39.930385+00,Step-by-Step Blueprint: Making Money Online as a Vegan Father,"A detailed roadmap post that answers the burning question of how to make money online, tuned to vegan dads juggling family and career.",'Here’s exactly how busy vegan dads can start making money online today.',Instagram,Pending,,,99c676fd-3c66-4b26-a9e3-a0c41c271ca4,,,,
1187c6fb-f819-479b-95da-cfd36f80e861,2025-12-14 19:42:45.683181+00,Manual Test Idea,,,[],Pending,,,5610e481-186e-4ec1-89aa-775c5214bdfc,,,,
11b79735-9de4-4cfe-b0d0-bf4640a6f63a,2025-12-14 21:39:59.410248+00,Test Idea 36,Description for test idea 36,Hook 36,"[""Instagram""]",Pending,,,5610e481-186e-4ec1-89aa-775c5214bdfc,Caption for idea 36,Test CTA,#test #api,
1211dba7-8af1-4a33-9f15-bf7b88b8b6a2,2025-12-14 21:40:02.608244+00,Test Idea 46,Description for test idea 46,Hook 46,"[""Instagram""]",Pending,,,5610e481-186e-4ec1-89aa-775c5214bdfc,Caption for idea 46,Test CTA,#test #api,
1320a017-7d17-4c4d-ad88-d3bb5d7800af,2025-12-14 21:40:08.765468+00,Test Idea 10,Description for test idea 10,Hook 10,"[""Instagram""]",Pending,,,5610e481-186e-4ec1-89aa-775c5214bdfc,Caption for idea 10,Test CTA,#test #api,
139fe044-de77-44f5-b72f-95a131f3d7df,2025-12-14 21:39:38.829282+00,Test Idea 38,Description for test idea 38,Hook 38,"[""Instagram""]",Pending,,,5610e481-186e-4ec1-89aa-775c5214bdfc,Caption for idea 38,Test CTA,#test #api,
13a30dfd-5ae4-4176-8608-9b6b64d9f4f4,2025-12-14 21:53:50.98241+00,Test Idea 1,Description for test idea 1,Hook 1,"[""Instagram""]",Pending,,,5610e481-186e-4ec1-89aa-775c5214bdfc,Caption for idea 1,Test CTA,#test #api,
14ec9da3-6ae4-40a8-82dc-b9d740bb2375,2025-12-14 21:53:51.210365+00,Test Idea 9,Description for test idea 9,Hook 9,"[""Instagram""]",Pending,,,5610e481-186e-4ec1-89aa-775c5214bdfc,Caption for idea 9,Test CTA,#test #api,
150670ff-76d3-4794-874d-7acd58fdc9af,2025-12-14 21:39:26.60137+00,Test Idea 10,Description for test idea 10,Hook 10,"[""Instagram""]",Pending,,,5610e481-186e-4ec1-89aa-775c5214bdfc,Caption for idea 10,Test CTA,#test #api,
15c96b2d-3680-4517-b681-40baaaf647ec,2025-12-14 21:39:24.855942+00,Test Idea 1,Description for test idea 1,Hook 1,"[""Instagram""]",Pending,,,5610e481-186e-4ec1-89aa-775c5214bdfc,Caption for idea 1,Test CTA,#test #api,
15df512e-ebe2-450b-b99f-039ac344f405,2025-12-14 22:01:56.048843+00,Step-by-Step Plan to Achieve Reliable Performance Benchmarks,"Focus on the goal of establishing consistent, reliable performance benchmarks through a structured plan that QA engineers can replicate.",'Want to build performance benchmarks that you and your team can trust every time?',LinkedIn,Pending,,,5610e481-186e-4ec1-89aa-775c5214bdfc,"Reliable benchmarks start with well-defined test objectives aligned with business goals. Begin by setting clear performance metrics—response time, throughput, error rate—and acceptable thresholds. Prepare a stable test environment that mirrors production as closely as possible. Develop repeatable test scripts and execute tests under controlled loads. Document every run and analyze variations to refine your benchmarks. Share results transparently with stakeholders to embed benchmarks into release criteria. This disciplined approach builds trust in your performance metrics, enabling smarter release decisions.",Try this step-by-step plan in your next testing cycle and share your results.,#PerformanceBenchmarks #PerformanceTesting #QAengineers #TestingStrategy #SoftwareQuality #Benchmarking #LoadTesting #TestingProcess #TechQA #QualityAssurance,
16c95a64-b5a6-4454-b5e4-cd17126684c2,2025-12-14 21:39:28.470846+00,Test Idea 19,Description for test idea 19,Hook 19,"[""Instagram""]",Pending,,,5610e481-186e-4ec1-89aa-775c5214bdfc,Caption for idea 19,Test CTA,#test #api,
17a36cd7-557d-496c-82b0-887373d9d563,2025-12-14 21:41:16.749798+00,Test Idea 3,Description for test idea 3,Hook 3,"[""Instagram""]",Pending,,,5610e481-186e-4ec1-89aa-775c5214bdfc,Caption for idea 3,Test CTA,#test #api,
187b367c-8b28-4571-937d-ae2321d249b7,2025-12-14 21:40:14.990746+00,Test Idea 41,Description for test idea 41,Hook 41,"[""Instagram""]",Pending,,,5610e481-186e-4ec1-89aa-775c5214bdfc,Caption for idea 41,Test CTA,#test #api,
18925822-bc8f-4f37-8f2a-f01bb54445e1,2025-12-14 21:41:16.5996+00,Test Idea 9,Description for test idea 9,Hook 9,"[""Instagram""]",Pending,,,5610e481-186e-4ec1-89aa-775c5214bdfc,Caption for idea 9,Test CTA,#test #api,
18bf75f5-92c7-4d28-b780-4a7acef9f398,2025-12-11 02:54:10.350798+00,The Dad’s Digital Marketing Toolkit for Financial Freedom,"Provide a curated list of tools tailored for busy fathers that simplify marketing efforts, helping them generate income more efficiently and move closer to financial independence.","Unlock the tools that let you work smarter, so you don’t miss a single family moment",Instagram,Pending,,,99c676fd-3c66-4b26-a9e3-a0c41c271ca4,,,,
1903ad1d-6cb9-46c2-924e-8ffb931b834c,2025-12-15 17:53:13.300755+00,Teste Sua Expertise Em Fórmula 1: Você Sabe Tudo Mesmo?,Um quiz interativo e divertido que desafia o conhecimento dos fãs para manter o engajamento.,'Tá na hora do teste para saber se você merece ser chamado de fã de Fórmula 1!',Instagram,Pending,,,99c676fd-3c66-4b26-a9e3-a0c41c271ca4,"Vamos colocar seu conhecimento à prova? Vou lançar 5 perguntas rápidas e, no final, você confere se é um verdadeiro expert em Fórmula 1. Teste seus amigos também e veja quem realmente entende da pista enquanto toma aquele café. Afinal, além de torcer, é preciso saber! Preparado? Participe e marque quem vai ficar comendo poeira #F1NosTests",Comente sua pontuação e desafie alguém a melhorar!,#quizf1 #formula1 #testedefan #engajamento #conteudointerativo #fanbase #marketingdeconteudo #f1brasil #desafiof1 #f1fans,
19cfa9fe-7a07-4d73-91ef-5713a48f9d76,2025-12-14 22:05:22.339038+00,How to Identify Performance Bottlenecks in Complex Systems,Address the challenge QA Engineers face in pinpointing performance bottlenecks with a step-by-step troubleshooting guide using profiling tools and metrics analysis.,'Struggling to find where your system slows down? Here's how to spot performance bottlenecks like a pro.',LinkedIn,Pending,,,5610e481-186e-4ec1-89aa-775c5214bdfc,"Performance bottlenecks are often hidden in code, infrastructure, or configuration. This post breaks down a systematic approach to identify these slow points using profiling tools, server monitoring, and load testing metrics. Learn to read throughput, response time, CPU/memory usage patterns, and request queues to efficiently isolate the bottleneck area and optimize your system's speed.",Bookmark this guide to apply in your next performance test.,#QA #PerformanceTesting #BottleneckAnalysis #LoadTesting #SoftwareTesting #PerformanceOptimization #TechTips #QualityAssurance #TestingTools #SystemMonitoring,
1a0062a5-3c27-4bdf-a795-04da4bcd6907,2025-12-14 21:41:16.198469+00,Test Idea 2,Description for test idea 2,Hook 2,"[""Instagram""]",Pending,,,5610e481-186e-4ec1-89aa-775c5214bdfc,Caption for idea 2,Test CTA,#test #api,
1a56918b-b292-40b9-8470-7bee6a498994,2025-12-14 21:39:29.187137+00,Test Idea 29,Description for test idea 29,Hook 29,"[""Instagram""]",Pending,,,5610e481-186e-4ec1-89aa-775c5214bdfc,Caption for idea 29,Test CTA,#test #api,
1a6cf48f-6e07-414a-8d28-42cc2b1a22fe,2025-12-14 21:53:51.411215+00,Test Idea 10,Description for test idea 10,Hook 10,"[""Instagram""]",Pending,,,5610e481-186e-4ec1-89aa-775c5214bdfc,Caption for idea 10,Test CTA,#test #api,
1a95b23d-7a52-4661-bdc5-42edf839af82,2025-12-14 21:20:10.414232+00,How to Choose the Right Metrics for Effective Performance Testing,Answer the core question about which metrics QA engineers should monitor for actionable insights during performance tests.,'Wondering which performance metrics truly matter? Here's your quick guide.',Twitter,Pending,,,5610e481-186e-4ec1-89aa-775c5214bdfc,"Selecting the right metrics is crucial to understanding your system's real-world behavior. Focus on key indicators like response time, throughput, error rates, CPU and memory usage, and network latency. These metrics collectively paint the full picture of performance health. Monitoring only one or two can lead to incomplete analysis and missed issues. Use tools that aggregate and visualize these metrics in real-time for rapid troubleshooting.",Comment with your favorite metric or tool below.,#PerformanceMetrics #QATools #SoftwareQuality #LoadTestingMetrics #PerformanceAnalysis #TechQA #SystemMonitoring #DataDrivenQA #TestingInsights #QualityEngineering,
1b6a7899-edf3-4bd2-a7f8-f35eeb351e29,2025-12-14 22:01:56.048843+00,How to Identify and Fix Bottlenecks in Your Performance Tests,Focus on the common pain point of bottleneck identification during performance testing and provide a clear framework to detect and resolve them effectively.,'Struggling to pinpoint why your application slows down under load?',LinkedIn,Pending,,,5610e481-186e-4ec1-89aa-775c5214bdfc,"Performance bottlenecks can be elusive and costly. Start by using profiling tools to monitor CPU, memory, and network usage during test runs. Map out your application architecture to pinpoint shared resources that might be contention points. Then, simulate different load scenarios focusing on suspect modules. Use transaction response times and error rates to isolate problematic components. Finally, prioritize fixes that have the highest impact on throughput and user experience. Make bottleneck identification a routine practice in your performance testing cycles to prevent surprises in production.",Comment the toughest bottleneck you've encountered and how you fixed it.,#performanceTesting #QAengineers #LoadTesting #BottleneckAnalysis #SoftwareTesting #TestAutomation #TechQA #PerformanceOptimization #TestingTips #DevOps,
1bd812b0-dcf3-42b5-a735-eaab5a34374e,2025-12-14 21:39:45.726819+00,Test Idea 26,Description for test idea 26,Hook 26,"[""Instagram""]",Pending,,,5610e481-186e-4ec1-89aa-775c5214bdfc,Caption for idea 26,Test CTA,#test #api,
1cdf523d-2e1f-464d-9dcd-59794f879f5f,2025-12-11 05:36:47.03993+00,Answering Your Burning Question: How to Make Money Online Efficiently,A detailed guide explaining why YouTube clipping channels are one of the most accessible and scalable methods for marketers to make money online.,'Want to know the smartest way marketers can make money online in 2024? Here’s the answer.',Instagram,Pending,,,99c676fd-3c66-4b26-a9e3-a0c41c271ca4,"Making money online can seem overwhelming, but if you have marketing expertise, launching a YouTube clipping channel is one of the smartest moves you can make. This method capitalizes on repurposing high-demand content, growing an engaged audience, and earning through multiple streams like ad revenue and sponsorships. The best part? It’s scalable and complements your existing skills perfectly, setting you up for long-term profit and your ultimate goal: buying your dream home.",Comment below with your questions about starting a clipping channel.,#MakeMoneyOnline #YouTubeStrategy #ClippingChannel #MarketingTips #OnlineIncome #ContentMarketing #FinancialGoals #PassiveIncomeStreams #HomeBuyerGoals #TechSideHustle,
1da80aa5-3656-4f4e-8551-68c8a2afddbb,2025-12-14 21:39:28.101713+00,Test Idea 23,Description for test idea 23,Hook 23,"[""Instagram""]",Pending,,,5610e481-186e-4ec1-89aa-775c5214bdfc,Caption for idea 23,Test CTA,#test #api,
1e41f299-6b2b-4faa-ad4d-c492cb376cd6,2025-12-14 21:39:55.634025+00,Test Idea 30,Description for test idea 30,Hook 30,"[""Instagram""]",Pending,,,5610e481-186e-4ec1-89aa-775c5214bdfc,Caption for idea 30,Test CTA,#test #api,
1ed3d45f-683d-42db-a074-354dfac25d5a,2025-12-14 21:39:30.329048+00,Test Idea 49,Description for test idea 49,Hook 49,"[""Instagram""]",Pending,,,5610e481-186e-4ec1-89aa-775c5214bdfc,Caption for idea 49,Test CTA,#test #api,
1eea4ee5-d1df-413d-b3ba-b302b5160fc7,2025-12-14 21:39:51.857593+00,Test Idea 31,Description for test idea 31,Hook 31,"[""Instagram""]",Pending,,,5610e481-186e-4ec1-89aa-775c5214bdfc,Caption for idea 31,Test CTA,#test #api,
1f14f53b-e351-4d50-83be-891739d6c392,2025-12-14 21:39:58.089832+00,Test Idea 24,Description for test idea 24,Hook 24,"[""Instagram""]",Pending,,,5610e481-186e-4ec1-89aa-775c5214bdfc,Caption for idea 24,Test CTA,#test #api,
1f78a056-5f2d-409c-aae2-a10a20aec8e8,2025-12-14 21:47:59.043047+00,Test Idea 7,Description for test idea 7,Hook 7,"[""Instagram""]",Pending,,,5610e481-186e-4ec1-89aa-775c5214bdfc,Caption for idea 7,Test CTA,#test #api,
